	LEV
  شبيحات الوطن كتيبة خنساوات سوريا الأسد بالقامشلي بلسانها قالت بدنا نضحي بالارض والعرض كرمال الوطن الارض والعرض  ا 	LEV
 شو عملت ما بتابعها	LEV
سمعت فلان شو صار معه  لا ولك وين عايش انت  عايش بحياتي مش بحياة الناس  	LEV
اش هون  ليش مختفيه	LEV
  لعيونكم حبايبي للى بدو محرومه كام يفوت شات من هون 	LEV
ياشايف الزول يا خايب الرجا محدش يقولي شو بعني في كلامي انا قلت وانت احزروفزر وحلل واتكلم وما تسألنيش انا مش ناقص	LEV
  اهم شي خدامتهم ماتعرف 	LEV
  يا فنان بنزل السرور بيّو لى عباس مات لقنو مامعو مصاري يفوت عمستشفى و هاي كاتبها زياد بال  وفهمك كفاية 	LEV
شو قصة قمة الاردن و السقوط  واحد تفركش ع درج الطيّارة  و واحد تعثّر و وقع  و الآتي اعظم قمةالسقوط قمةساقطة	LEV
هاي ع طريقة انتو اطلعو و انا بس شسمو بلحقكم	LEV
قلي دخلك شو فيك حتى معلقني فيك 	LEV
هو أنا بحضر ستوريز ال  وال  مشان أحضر هدول 	LEV
انو يعني ناطرين ال حديد ياكلو منقوشة حتى نتعرف عالمناقيش شي مسخرة او يعني المنقوشة اكل الفقير وقطيعة تقطع اللي عامل 	LEV
- شو موهبتك  - بحرق إيدي كل ما ولّع الغاز  - معك  نعم	LEV
اوف شو بتنحبو وانا اصلا عندي فوبيا من الإبر	LEV
احمدسعود محترف ومارس برنامج واقعي غريب انه يسوي هالتصرفات تعودنا انه قبل التصويت يسوي شو بس هالمره استعجل	LEV
شو المطلوب منا	LEV
شو هاي شو عاملين	LEV
 الف الف سلامة ع قلبك يا قلب  شو هالانفلونزا الصيفيه موت 	LEV
وين نروح خربو كل البرامج	LEV
  مساء الشهوه واالنيك عنيفه فوت بالشات تبعى هون  خبيره مزيونه  تجليخ 	LEV
داعش اللي اخترعها بلش فيها الله يستر من كاحش ولا خاحش مستقبلا	LEV
شو مين ماخذة  رجل من  سيلينيوم مقنطر بال  بالاديوم	LEV
يا آنتي كان هون كائن فضائي بس منيح انه كبّر	LEV
السعوديااجملرجل  شو هالحكي يازلمه  	LEV
قال شو موريتانيا بلد المليون شاعر ورئيسها مش عارف يحكي كلمتين عبعض 	LEV
اللي ما بدو يحترم الرئيس من منطلق الخلاف السياسي يعتبرو بيو او جدولِك يعتبرو ختيار ما بيعرفوكان بيشمت فيه اذا وقع زمنالسقوطالأخلاقي	LEV
يارب امي هون عليها يارب لها عمري و عافيتي ف اعطها يارب لا تجعلني اشوف الحزن في عيونها 	LEV
اه ماشي كوني نورية وانت محجبة    اوعك تكوني ستايلش بتدخلي جهنم  	LEV
شو هاظ  ياعيب الشوم وياحيف ع النشاما 	LEV
 اي شفت شو مخلصة يلا هات احكي 	LEV
كلها وقعت شو القصة	LEV
  شو نعمل يارشاشو نعملنتعلم فن اﻹتكيتربما نحتاجه علمتني الحياة أن كل شيء ممكن 	LEV
شو لخلاك هل قد متأكد ومين خبر عن مصطفى بدر الدين وسمير القنطار وصفى	LEV
شو اللهم احفظ لي 	LEV
  يومياتمگرود اكثروا من الدعاء على الساسة بهجمان بيوتهم بلكي رب العالمين يستجيب دعاؤكم ويشغلهم عنكم	LEV
بسم الله عليه هالشيخ شو مسخن ومهضوم وحرك  ربي يحميهم شو بحبهم هو وابوه 	LEV
حدا يفهمنا شو يعني كلمة قريباً يمكن نحنا ما عم نفهمها لهالكلمه	LEV
الي اسبوع م بروح عالجامعة والاسبوع الجاي رايحه مشان عملية عملتها	LEV
  شو حلو يكون نجمك هوِّ حاميك  حملة إنسانية هدفها التبرع لجمعية حماية لي تُعنى بحماية الأطفال من خلال مزاد لغرض شخصي 	LEV
شو هالدبقة اللي متسلط عليك اليوم  بكل تغريدة بنط وبعلق	LEV
أخطأت المكان افضل هريسة كانت في ريف حماه وخاصة في معرزاف وعلى يد افضل الطهاة ثوارنا وباعظم ادوات التاو  تعيشي وتا 	LEV
ليش شو شغلتكن بالقمة ليش اجتمعتواوقت بدنا نروح جنيف لاتجيبو سيرتنا بقمامتكن 	LEV
  -لك شو وينك ماعم تسأل -خيي لأني تمام الحمدلله وانت منيح الحمدلله واخباري الحمدلله وانت مشتقلي وانا بالاكتر وخلينا نشوفك وانش	LEV
 له له يخو	LEV
ه منيح اللي توحمت عالمناقيش	LEV
يعني خالتي بتحبيها اما آنتي لأ والله الواحد جننتوه مش عارف شو يقلكو	LEV
  شو إسمك مؤيد  وماأحلاك تكون معارض	LEV
مسجد حارتنا بمثل دور المسجد في بداية الاسلام  و بنقل القمة بسماعات المسجد	LEV
  الحب كالبصلة قشرة فوق قشرة ثم لا شيء في النهاية غير الدموع والحسرة شو رايكم بالكلام بكمل ولا بسكت 	LEV
يا قوم شو غداكم 	LEV
 سجل عندك شبيح بيكي جديد 	LEV
صباحك سكر انا منيح كيفك انتي	LEV
الريال مسؤول عن إيقاف ميسي بيريز دفع مصاري لإنفانتينو وسمعني صياحك	LEV
  قصتنا  كبيرة  نحنا والنقطة  يخرب بيتك ياهل النقطة  شو عملتي 	LEV
كانوا يواجهون اسود الشام مع رجال الله والان الدب الروسي  شو بدوا يصير فيهن  حرب عالمية ناعمة في سوريا بالنار	LEV
و شو ال مصدر و هيك 	LEV
منيح ما توحمت على تمساح كان صارت اكلة شعبية	LEV
  والله المضحك المبكي بهاي البلد انه لو شو ما كنت دارس وعندك خبرات ما بفيدك الا ال 	LEV
وهو الطيار شو يسوي غير يطير الطياره وينزله طول الرحله يخليها اوتوبايلوت 	LEV
شو كانت حلوة الليالى	LEV
شو علاقة اللوز بالملح  ️	LEV
طب شو كان صار لو كل حدا بيعرف حالو و قدراتو و ما بيعمل شغلات مانو أدا	LEV
إنت قلت شبيح والشبيح نبيح 	LEV
  شو بتعني بن الي ما فهمها لايك لتجاوبنا نور	LEV
مشان الله طول بالكولا تعسب	LEV
  ممحونه بدى قطرى جاد يفوت عالشات تبعى هون  ساديه عنيفه  جماعى 	LEV
  تحليلي بالتفصيل الممل  شو هي خطة الب وخضر واونال وداوود 	LEV
  بليز شو بتعني لن او 	LEV
شو خرط عليهم	LEV
ه لسا لسا بلش المسلسل الكوميدي حتتضحكي كتير	LEV
اخ كنت بنام بس اشوا ذكرتيني	LEV
  يا طير  يا طاير على طراف الدني لو فيك تحكي للحبايب شو بني يا طير 	LEV
بقول احنا لاجئين هون 	LEV
لو مستعد يلبس حجاب مشان يعرف يقابلك أتجوزيه   هزاعوف 	LEV
اذا كوكب الارض بذاتو بلف وبدور  شو متوقع من سكانو 	LEV
  الي حط جدول الفاينل ليش مستعجل شو وراك حبيبي	LEV
البحرالميت  بتعرفو انو حبيبي يلي قتلو   يؤبشني شو حمش وأبضاي 	LEV
ارفع عيونك فوق للسماء شبيهك اليوم اكتمل >> كيفك  — ه شكرا من زوقك  الحمد لله منيح  كيفك انت  	LEV
  شو شعور النساء اللي شاركت وشاركنا صورهم اشي بيوجع القلب  الواحد يدفن حاله أحسن عالقرف اللي معبي هالكوكب مش ملاقية حكي	LEV
خزان شو ه 	LEV
شاركونا بفقرة أولمرة هذا الخميس عن اول مرة ركبتوا فيها  دش شو كان شعورك  و كيف أثر هالشي على حياتك 	LEV
  شو حابين تاكلوا من ايدين  الشيف ايلي  ‍ 	LEV
  تتزكروا هاي الصورة أنا بدي خليك تعرفوا أكتر شو هو الفيديو الجاي خبروني شو رح يكون الفيديو الجاي  	LEV
فكونا من علا الفارس مشان الله️	LEV
انو كم مرة بتعرضوا الفيديو  شو هالسخافة هيدي	LEV
شو رايكم بهذه اللقطة	LEV
 تاريخ رح يحكو فيه أجيال  ليش  متل اليوم خسرنا وطن  بس  شو السبب السبب منا وفيناماحبينا بعض ست سنين عم نقتل بعض ياحرام	LEV
يعني مش فاهم  شو راح يعملك الشعب السعوطي ‘إلي يتبع ال سعود إلي جائو بالسيسي  هم يرون ولاه خمورهم على حق	LEV
بوكينغ السماكدون خربو ام الواقعية بين اورتن وبراي	LEV
- شو كلمتك المعتادة لما تطلب شاورما   -انا  كثرلي سلطة تركية  	LEV
  طموحنا نهاجر  و نبعت مصاري لأهلنا 	LEV
  شو سـهل آلـحكي مين الـ بيعـرف بقلـب التآني شو فيه  	LEV
نمت ولا ذاكرت  اشوا اختبرنا الرابعه	LEV
  لو هم تغيروا ذكرياتهم شو الي يغيرها	LEV
 شو قصة الوقعات بهالقمة بلشها امير الامارات على درج الطائرة وهاي الرئيس عون بالقاعة انشالله بالسلامةوبمين رح تنتهي  بالبيان	LEV
شوفي  شو صاير ولا يستر ع أختك رجع الفيس	LEV
رئيس ماسك موبايله والثاني بتثاوب واحد فاتح ثمه و واحد بسولف مع الي جمبه  ولا واحد منتبه ولا بسمع قاعدين غصب عنهم  شو المسخره هاي	LEV
  كفشتك ياشو أنت 	LEV
 هذا اسمه تحشيش مو راحة ضمير	LEV
ابو غيط كلامه بهيجقال شو العروبة موجودةبس بقى تفنيصهاي الجامعة لو بتسكروها وكل واحد يلعب ادام بيته	LEV
