	NONLEV
ده افضل واحد  امال الباقي برمامجهم بتعمل ملاين وخده بالك	NONLEV
  في حاجه اسمها خصوصيات 	NONLEV
بقا مش عارف ايه غسرني يا برئ يا حنين يا ملاك ؛ هبعد علشان بتفكرني بالجرح اللي انا عيشته معاك 	NONLEV
دا أنا كمان اللي برجع و أكلمه  	NONLEV
فريقك مهزوم امس  يا غبي وجاي تقول فين الشيك وتشكك ف المرحوم صدق انك ذنب وما ادري شلون برنامج يطلعك والله وانت طفل	NONLEV
كل واحد عنده مرض نفسي بنسب متفاوتة بس مفيش فينا سليم	NONLEV
  مش ع طول الغاية بتبرر الوسيلة مش لازم علشان توصل لغايتك تأذي غيرك لان هيكون الاساس غلط وغايتك هتكون فترة مؤقتة ربنا مش هيب	NONLEV
يا جماعة ده واحد عامل المقطع تريقه وتهريج فماتخدوش الكلام بجد واضح الاستهزاء بالشيوخ وفتاويهم	NONLEV
مفيش حاجه ف الدنيا تستاهل تضايق نفسك علشانها 	NONLEV
  ربنا عارف نفوسنا أكتر مننا	NONLEV
قالك قال إسألوا الرئيس عاوز أقلش بس بقول اسكت يا لساني	NONLEV
اه كان ف واحد كده وكان بيحط قلب هتثبت بقي 	NONLEV
  ياريت يجي حد جديد في حياتي ياخدني و يخرجني و يوديني حتت جديده كده و اماكن غريبه و يقولي سبيلي نفسك خالص و يعيشني يوم عمري	NONLEV
فين د هند ظ	NONLEV
  اكون بنده على ماما بأعلى صوت عندي و هي ف الأوضة اللي جنبي متكنش سامعة بس لو بكلم حد في الموبيل بصوت واطي في اوضتي و هي في	NONLEV
حسبي الله ونعم الوكيل  خراشي شمتانه فيا يانور ماشي هكح في وشك بكرا حاضر 	NONLEV
  وقت زنقة تسليم البروجكتات ده احلى وقت تبدأ فيه مسلسلات وأفلام جديدة 	NONLEV
  الحمدلله مشفتش حد نشر أن الولاعه لسعته النهارده ولا حد عنده انفلونزا وطلب الدعاء  الحمدلله  كلها إشعار جميله وحكم روعه اهو	NONLEV
شبيحةبلحة العسكرى اللى قتل اهلنا فى سيناء ده خاين للعسكرية وشرفها	NONLEV
اعيط علشان ترتاحي طيب	NONLEV
  ريتويت وهتكلم عنك شويه بدل الزهق دا	NONLEV
احنا مش لسه عايشين ف صدر الإسلام اخنا ف القرن ال  مينفعش نستعمل السيف ف الإعدام بالشكل ده	NONLEV
يا حزن الحزن  بس و الله انتي صح و بتقولي كلام زي الفل 	NONLEV
فتاة تعبانة اوي تقلع ملابس وتمارس العادة السرية  ممحونه صورسكس سكساجنبي  	NONLEV
انتو وصلكو الكلام ده 	NONLEV
ياريت الاخوة إلى بينشروا الإيجابيات يعصروها كويس عشان بقالها تلات سنين بتنقط علينا ومزروطة الدنيا  	NONLEV
فرسه عايزه فحل ترقص وتقلع تعرض احلى مكوه مقطع يجنن  طيز شراميط فحل  	NONLEV
ولا عمرنا حسينا بالحر ده ايام مبارك	NONLEV
والله يا مروة اللي فتحه ان صديقة كانت بتقول مش عايزين شيوخ رجالة 	NONLEV
  انا كنت مركز ف الموبايل وانتبهت فجاه وخالتي بتقول ده الحجر بقى ب  جنيه اتخضيت واتاري قصدها البطاريات	NONLEV
اهو دا بقى أكبر جهل بيتراوده المسلمين وهم ميعرفوش حاجة أساسا وللمعلومة برضو دي قديمة جدا 	NONLEV
صحابي بقالهم أسبوع بيحتفلوا بعيد ميلادي اللي لسه ماجاش 	NONLEV
بهبهبهبهبهبهبهبهبهبه يا ساتر يارب يا اخ إسلام هيروحوا من ربنا فين 	NONLEV
  اتعود إن يومك يعدي من غير ما تسمع صوت حد قريب منك او رسالة او حتي صاحبك يطل عليك	NONLEV
  كمية الاكتئاب اللي عند الشباب دلوقتي خصوصاً جيل التسعينات بقت مرعبة دا منظر ناس هتعيش لسه  	NONLEV
وأخصلئى اجتماعىعلشان عندنا قوانين عايزه تتحال على المعاش  	NONLEV
علشان نقوله  مانت لو مهتم كنت عرفت لوحدك 	NONLEV
  حب الاهلي علينا فريضة بالروح كمان نفديه  اعظمناديفالكون	NONLEV
 لا ده انت كبرت الموضوع 	NONLEV
اللي عايز يعمل ايه ياخميس ويقابلك ازاي  — أنا باحضنك دلوقتي 	NONLEV
ايوه منا عارفة	NONLEV
مفيش أى حاجة بترعب واحدة فى سنى أكتر من اللى أصغر منى وقدى ومتجوزين ومخلفين	NONLEV
ام غالباً انك تتفرد بنفسك افضل ما تطيق تسمع او تشوف حد  تظل فتره تتفاهم مع 	NONLEV
  النهاردة الجمعة قاعدلك اليوم كله أشوفك حتذاكر في يومك ده ولا لأ 	NONLEV
  بقيت مرتاحه كتير عن الاول لما معدش بيفرق معايا حد	NONLEV
بتحب الناس تقولك يا بلحة ولا يا عرص اكتر  اسالالرييس	NONLEV
تعالو نجمع الناس الي بتقول انهم بيحبو الصيف  ونستني يقولو انهم مش طايقين نفسهم علشان نتف كلنا عليهم	NONLEV
  ششاركو ملليون كوينز   السحب خلال  ساعه  	NONLEV
  أحيانا راحتك النفسيه بتكون على هيئة انك مش محتاج تقرب من حد ولا حد يقرب منك	NONLEV
بطل تقرأ للراجل ده 	NONLEV
لو عاوزه وجه ابيض زى البدر مفهوش ولا بقعه اعملى الخطوات دى فى  دقايق فقط 	NONLEV
كل اللى عايز لون يحطه 	NONLEV
أي حد فى طنطا يجيب قناة المحور يتفرج على ابن دايرته كمان شويه معتز الدمرداش هيستضيف عضو مجلس الشعب عبدالمنعم العليمى اللى هو عمى 	NONLEV
السنه اللي فاتت ف موجه الحر اللي جت لو فاكر ناس كتير ماتت ف كل دوله شويه كانت وصلت لفيديوهات بيقلوا فيها البيض ع كبوت العربيه	NONLEV
عبدالسلام جاي قطور كمان شويه  بس للاسف مبحبوش 	NONLEV
الجو ده محتاج مطر	NONLEV
  اليى بيشتم رئيس بلادى وجيش بلادى ملوش عندى غير كدة وبعدين ابعدوا ع 	NONLEV
حالي لما اشيل الخمس مواد الترم ده 	NONLEV
  يارب يكون بجد لان أنا كمان والله	NONLEV
والله بتوصفنى قولى بس وانا والله العظيم ما هقول لحد 	NONLEV
لما  بيعمل تويتة عندى على التايم لاين بان حد عمل لى انفولو طب ليه الاوحراج طا يا كابتشن  	NONLEV
عن الجُملة إللي أتقالتلك من شخص 	NONLEV
ه معلشين- بس بجد فية حد قبلك كاتب انة الحاكم الشرعى للقاعدة - متفرقش معايا لو  يع 	NONLEV
  ف وقتها جدا يعني 	NONLEV
حبيبقلبي يا ضوضي وانا كمان بحبك️ 	NONLEV
شايف مستقبلك فين بعد عشر سنين	NONLEV
  الله  انا ببقي هاموت واروح اكلمهم لما بشوفهم صدفه ف المترو شعرهم حلو اوي 	NONLEV
  وماتفرحشي بإنك قادر تزيف حقيقتك قدام الناس حييجي وقت عليك حتبقى مش عارف تبص في عين حد حتى مرايتك  مش حتطيق تشوف فيها خلقتك	NONLEV
  امي كانت دايما تقولي  مش هتعرفي قيمة البيت ده غير لما تتجوزي  	NONLEV
  نازل فيها نيك وضرب علي طيازها وتقوله انا شرموطة عاوزه اتناك اه  رابط الفيلم  	NONLEV
  الاهلى ده حياتنا شوفنا معاه المعجزات وتاريخه كله يحكى عن أغلى الإنجازات من صغرنا ورا اعظمناديفالكون	NONLEV
ريا ابي راشد دي لازم تبقى  الجمال و الله  ايه دي بجد  ملائكية اوي في نفسها كده يخربيتك يا شيخة 	NONLEV
  مفيش اصلا كله 	NONLEV
  كان نفسي 	NONLEV
انا عايزه طياره يا ابراهيم	NONLEV
انا مفيش ايد بتوجعني عشان حد يمسكني منها  لان انا ممكن اقطعها ولا ان حد يمسكني م الايد اللي بتوجعني	NONLEV
 انت فين وهذا فين 	NONLEV
حد يبلك العسل ده  	NONLEV
ده الولا كتب تعليق في اندر جراوند معجابهومش قاموا قبضوا عليه قال أسال قال  	NONLEV
جت الحزينة تفرح ملقتلهاش مطرح 	NONLEV
هما تلاتة دايما بيشفوك على حقيقتك اهلك 	NONLEV
ممكن حد يعلمني ازاي اهزر مع الاطفال من غير ما ممكن	NONLEV
  اهتمام البنت بنفسها و بلبسها و جمالها ده أمر فطري و مرتبط بانوثتها 	NONLEV
قدايه حلواوي تتعب عشان حاجه بتحبها وعايز تحافظ عليها قد ايه شكل الأب اوالام حلو وهما بيتعبوا عشان يبسطوا ولادهم سعتها احساس التعب ده بيروح️	NONLEV
  طبيعي جدا لما تحب حد بتبقى عايز تفهم شخصيته؛ عشان لما يبقى عنده مشكله تعرف تحلهاله تعرف تقف جمبه ازاي	NONLEV
  ومستحيل قلبي يميل ويحب يوم غيرك ابدا اهو ده اللي مش ممكن ابدا	NONLEV
  لما حد يصبتويت علي صاحبته القديمة 	NONLEV
اسألالرئيس أنت مقتنع إنك ريس بجد يا إنقلابي 	NONLEV
  متأكد انه قالك الاء مش علاء علشان الحاجات دى بتفرق يا مهاب 	NONLEV
دا بيحصل لما تكون مراته حلوه ومخلصه وفهماه فما بالك لو مراته كدا  دا هتلاقيه متجوز ومصاحب كمان	NONLEV
ايوه ايوه فهمت  ثقافتي فرنسيه وما تجيد الانجليزيه 	NONLEV
تسلم يا شبيني اوي بصراحه	NONLEV
الحمدالله انهرده بس قدرت اني اذاكر ساعتين  اد الدنيا  وبمجرد ماقومت وسبتهم طاروا ف الهواء اعربي  	NONLEV
  انت مبقتش تحبنى زى الاول  ياروحى بحبك اكتر من الاول ايه ده يعنى الاول كان شويه صغيره لا لا كان كتير زى دلوقت 	NONLEV
هى الناس إللي بنقابلهم مره واحده فى الحياه دي بيروحوا فين ومابنقابلهمش تاني ليه	NONLEV
